Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature_diff,Power,Tool_wear_rate,Target,Failure Type
M,298.92411206733374,310.16013489698287,1451.5793198231277,41.99683321545098,121.42890320851116,11.23602282964913,6383.897918312495,0.48571561283404463,0,No Failure
M,299.63419686515215,309.4163744145454,1506.3901294761506,42.16897037110073,119.05596276464073,9.782177549393225,6652.104704084972,0.4762238510585629,0,No Failure
M,297.6691169475579,308.6526567808406,1503.7653912933085,39.78256054383898,207.2307100641917,10.983539833282691,6264.7166927046965,0.8289228402567668,1,TWF
M,302.9413239813046,310.3707055671156,1485.9417713649298,44.83792359323581,82.98166853799499,7.429381585810972,6977.115331147074,0.33192667415197996,0,No Failure
M,297.34943725609514,309.3882699635815,1508.0277606595282,47.45355828284973,5.552782379980914,12.038832707486335,7493.880056167772,0.022211129519923656,0,No Failure
M,302.69220684772495,310.22775392125885,1498.676717006133,41.76528186339068,82.88692925383012,7.535547073533905,6554.687557072546,0.3315477170153205,0,No Failure
M,302.3703260628787,310.84763781506945,1519.012961021297,43.35535514962146,179.087582601336,8.477311752190758,6896.565188043483,0.716350330405344,0,No Failure
L,301.7966050993781,309.04976127885476,1378.748946934161,37.2922498008769,30.903512903017322,7.253156179476662,5384.33901191882,0.12361405161206929,1,HDF
M,298.6124667850065,310.092121282073,1510.9470856919722,36.37285759190163,196.19521447472735,11.479654497066463,5755.132085869376,0.7847808578989094,0,No Failure
M,300.6849017583538,308.18957711826965,1461.034322886898,45.04871942869815,203.86857936156224,7.5046753599158365,6892.416074632692,0.815474317446249,1,RNF
H,297.44525773289877,312.03253309060926,1734.7606691256924,37.626288714991816,25.228091508585653,14.587275357710496,6835.331294134712,0.10091236603434262,0,No Failure
M,301.8218140700675,308.6409335031112,1453.3204289000307,43.48531676999097,24.459821612357963,6.819119433043738,6618.089474243419,0.09783928644943185,0,No Failure
M,299.85203043692746,309.4851803376026,1496.1387246955474,48.59735583269472,49.70303663323761,9.633149900675164,7614.0043748774315,0.19881214653295043,0,No Failure
L,299.18135957082666,311.33837990376395,1295.2783324325599,43.267409390517656,89.09734831354967,12.157020332937293,5868.844619303616,0.3563893932541987,0,No Failure
M,297.55251030668745,309.765477073919,1511.8901448498038,39.59533770760671,133.18339214915545,12.212966767231535,6268.922566814374,0.5327335685966218,0,No Failure
L,295.044987762742,308.8026023136997,1356.9202862403654,33.2983786880541,121.38549951352684,13.757614550957726,4731.578408537171,0.48554199805410736,0,No Failure
M,297.92291828592846,310.71307323228655,1494.9370174613937,40.81651395573141,213.29212179801328,12.790154946358086,6389.802336720479,0.8531684871920532,1,TWF
L,302.2255963912258,310.69053246215117,1425.8886391968927,45.04548067196198,35.5579967691925,8.464936070925376,6726.13302583464,0.14223198707676998,0,No Failure
M,299.1943331430504,309.36681366063476,1533.2548775153134,39.10520028562125,174.39318054964235,10.172480517584347,6278.8121132501665,0.6975727221985694,0,No Failure
L,299.66134228576993,309.4750734792196,1333.6442328454234,45.10746963925889,137.22164630459918,9.813731193449655,6299.65947794587,0.5488865852183967,0,No Failure
M,301.3111087165769,309.5645910293819,1524.1240392574875,41.82512014615072,184.2062057905555,8.253482312805033,6675.535783052819,0.736824823162222,0,No Failure
H,303.61133775623256,310.29297603931394,1712.5872103135382,43.45670274293289,85.48660670727595,6.681638283081384,7793.599523638671,0.3419464268291038,0,No Failure
L,302.6500093098913,308.1070289230782,1405.067251977148,38.41605869107991,117.84490718196946,5.457019613186901,5652.473512944586,0.47137962872787786,0,No Failure
M,298.0553299923676,309.8185761388819,1495.913442435975,32.719780846917466,7.148247296516863,11.763246146514291,5125.608945554585,0.028592989186067452,0,No Failure
M,296.11485885712517,311.78391419818314,1452.2909729571145,37.87444581169528,29.0264772692449,15.66905534105797,5760.080364612466,0.1161059090769796,0,No Failure
L,304.7192285182002,309.1040300327633,1366.232395245993,37.83472837930584,93.74890299045794,4.384801514563094,5413.0721686407605,0.37499561196183173,1,HDF
M,304.5379832233189,309.41650640653023,1520.0583100618196,42.877204130430194,120.31368527878031,4.878523183211314,6825.1990989105025,0.48125474111512123,0,No Failure
L,300.37690719285854,308.8163823368036,1311.519154985824,39.92387686963963,21.43672326607826,8.43947514394506,5483.2236895081205,0.08574689306431305,0,No Failure
M,297.45902350883637,310.61216192639534,1500.6763580117413,45.4158401061245,206.24706228182643,13.153138417558978,7137.120196883695,0.8249882491273057,0,No Failure
M,301.92645306778786,311.2031973581424,1497.5133657370193,41.40676511749749,236.51309058339547,9.276744290354543,6493.377144600446,0.9460523623335819,0,No Failure
M,299.7840326279748,311.18031783917763,1541.6313190741573,37.47825088430432,149.09936946165047,11.396285211202837,6050.460872166327,0.5963974778466019,0,No Failure
M,299.7740377537868,308.75198941110636,1555.6144852677028,35.92562111758305,13.350480304178431,8.97795165731958,5852.411861155421,0.05340192121671372,0,No Failure
L,301.78891768621025,310.49979173049695,1408.7607235150351,36.98312654915318,184.7065560594528,8.710874044286697,5455.938628429384,0.7388262242378112,0,No Failure
L,300.6687494937466,311.43375003421426,1345.7222158411944,40.80384467996434,54.29092807141886,10.765000540467668,5750.228803329971,0.21716371228567544,0,No Failure
M,297.6283701779701,310.50966310771014,1534.4314874084346,38.136033958397796,183.41292302569073,12.881292929740027,6127.899661155499,0.7336516921027629,0,No Failure
M,299.3505161298361,310.4784096833438,1519.463646174908,34.61780356636156,108.58650378353244,11.127893553507704,5508.310853943462,0.43434601513412974,0,No Failure
H,301.3223058573227,310.02835742136483,1647.0040169447304,47.03357928011095,13.356664061199647,8.706051564042127,8112.062842738049,0.05342665624479859,0,No Failure
H,301.02050444481006,310.7201098237937,1733.695611560132,42.76155678899998,69.68723478904023,9.69960537898362,7763.453850729927,0.27874893915616095,0,No Failure
H,300.52403314871697,311.7363181797064,1620.4792624047,43.37359747480053,106.75749003106907,11.212285030989449,7360.334304667736,0.4270299601242763,0,No Failure
M,301.86684590895175,310.3282089684288,1518.1172692682862,35.886881177153064,184.0625854108631,8.461363059477037,5705.183996260202,0.7362503416434524,0,No Failure
M,299.2765660243655,308.75172524397027,1525.1868193666178,34.79201130522107,33.26732045750758,9.475159219604791,5556.88228832227,0.13306928183003033,0,No Failure
M,300.35733955043816,309.543958325714,1491.375034814288,39.1888200508902,71.75041933200013,9.18661877527586,6120.369950221111,0.2870016773280005,0,No Failure
M,293.2488417996448,311.209279538889,1516.7741456363804,30.0,20.88432022596448,17.960437739244185,4765.086513086188,0.08353728090385792,0,No Failure
L,299.1006996123144,310.3247433203511,1397.2748625110573,43.89906654982171,153.9517469923687,11.224043708036731,6423.411570525228,0.6158069879694748,0,No Failure
H,301.52780581715126,310.6190620782431,1659.7853768211166,38.47988313060909,118.56787473194946,9.091256261091814,6688.277691454132,0.47427149892779785,0,No Failure
H,299.2192110657657,309.9459844667533,1668.8998225337114,40.661476280021446,232.25123634325965,10.72677340098761,7106.27530939085,0.9290049453730386,0,No Failure
M,299.0675452165658,311.1885991805344,1503.1629336884707,42.13459649126301,185.13825079335393,12.12105396396862,6632.442830152147,0.7405530031734158,0,No Failure
L,297.91709409645034,311.66241259782225,1389.8760055763355,38.876824611969646,194.4718406402402,13.745318501371912,5658.42365637126,0.7778873625609608,0,No Failure
M,302.00673178545827,311.26318912301804,1493.1306399241857,34.15812772114082,41.09814383918769,9.256457337559766,5340.974243092408,0.16439257535675078,0,No Failure
H,301.0969265470811,311.9425916214454,1637.5280886642859,49.52850179905394,66.65563012817249,10.845665074364263,8493.223784508447,0.26662252051269,0,No Failure
H,301.65082919564617,310.14129375923386,1650.822406153966,34.337089957319854,128.28488584648568,8.490464563587693,5935.980410290976,0.5131395433859427,0,No Failure
L,296.54757207608424,309.4998309026261,1409.1834437099155,30.0,3.371125221005494,12.952258826541879,4427.080354319436,0.013484500884021975,0,No Failure
L,299.67909991346875,309.8436548265008,1262.6318425664508,44.37300168060694,217.5320359006339,10.164554913032077,5867.109097562384,0.8701281436025357,1,TWF
H,299.4397779845,310.5385732419763,1613.6252273315674,34.702844047262424,194.43509549846272,11.098795257476297,5864.03240420491,0.7777403819938509,0,No Failure
M,299.4388565868029,311.43101978012527,1568.2731014485632,46.26391437267078,14.484921298803965,11.99216319332237,7597.884496376859,0.057939685195215855,0,No Failure
M,298.7679449125641,311.1658867394684,1508.255652503229,41.884441021891604,212.25847799327784,12.397941826904344,6615.40296266834,0.8490339119731114,0,No Failure
H,299.30779145644,311.0384693872545,1633.718558121492,43.41501862920831,1.122028704539535,11.730677930814522,7427.554584839844,0.00448811481815814,0,No Failure
L,301.6992895654133,308.56881323415314,1389.7425917744144,37.15485849517843,28.554829634546948,6.8695236687398165,5407.276743339631,0.11421931853818779,0,No Failure
M,296.17429729330433,308.3119781554031,1476.4491899939392,35.872997742692654,13.84113823942254,12.137680862098762,5546.446063912219,0.05536455295769016,0,No Failure
L,303.5545895360609,310.2404627448017,1244.8605543902506,38.11872913785655,119.78998296017687,6.685873208740759,4969.214419331088,0.4791599318407075,0,No Failure
M,300.9676822500529,310.8802632056007,1510.6439984324218,35.61391059247563,196.0124449797236,9.91258095554781,5633.916573378468,0.7840497799188944,0,No Failure
H,299.91533620867955,310.4204329510139,1620.7686466382067,48.03834002463431,44.634790459622515,10.50509674233433,8153.379115544979,0.17853916183849006,0,No Failure
M,301.81366829274583,311.9149045049784,1503.041693343897,36.286256192423394,192.87161528395643,10.10123621223255,5711.389887639191,0.7714864611358258,0,No Failure
H,297.0963305096631,309.4175589562196,1663.1760315935387,44.53173630285591,46.23119554015448,12.32122844655646,7755.976139280149,0.18492478216061792,0,No Failure
M,298.67059818969796,308.7916480505044,1504.2634850869733,45.02603864065691,247.63408488441593,10.121049860806465,7092.776436329689,0.9905363395376637,1,TWF
M,299.7578491352189,309.3357190255257,1448.7301376366406,35.59407729989951,213.3686335750154,9.577869890306772,5400.001146048659,0.8534745343000616,0,No Failure
L,302.73112074086436,309.29770278680877,1351.3140421293704,41.882957092082506,184.29669345577176,6.566582045944415,5926.826917313539,0.7371867738230871,0,No Failure
M,299.9070068377469,310.52628586868195,1513.3380582409322,35.53060092446409,147.92210577288543,10.619279030935047,5630.761400031363,0.5916884230915417,0,No Failure
M,300.9001093423703,309.5782881481565,1457.9982221032726,39.13237138083441,60.63704923457183,8.678178805786217,5974.778078051723,0.24254819693828733,0,No Failure
L,298.8208420081277,308.45215953872133,1274.0413220576734,37.70682531774684,29.81690549557006,9.631317530593606,5030.74264666747,0.11926762198228025,0,No Failure
M,300.973684137935,310.89157845669513,1467.929262424368,36.52279747763276,115.07668800121445,9.917894318760148,5614.327996089968,0.4603067520048578,0,No Failure
M,303.3544791859489,308.2400480739279,1522.402942162807,40.78893185957873,100.66506355966423,4.885568887978991,6502.802516878817,0.4026602542386569,0,No Failure
M,301.99105338334823,308.9287817769893,1440.050527605373,33.92941582354755,168.6202307566632,6.937728393641066,5116.614896238792,0.6744809230266529,0,No Failure
M,299.83708802444426,308.37729342925616,1524.8932155343307,44.646129561379134,42.52243783502854,8.5402054048119,7129.381673126791,0.17008975134011417,0,No Failure
M,301.35098169453096,310.2071212770709,1511.7616724487068,34.59231149135817,140.53211675853012,8.856139582539925,5476.354222087335,0.5621284670341204,0,No Failure
L,301.1550339092144,310.1860477121512,1337.1249024734043,33.664557222089286,173.3375535375809,9.031013802936798,4713.825504245231,0.6933502141503236,0,No Failure
L,301.01317534339455,311.9164543210164,1275.9685168799795,38.738517321925364,74.74156467665263,10.903278977621824,5176.206231605632,0.29896625870661053,0,No Failure
M,302.2239067217208,310.91382665614555,1476.1059736532634,38.137488229915064,195.0035677704908,8.689919934424722,5895.195912305007,0.7800142710819632,0,No Failure
M,302.2089554076749,311.4416461833422,1523.4571215603191,41.77778603128027,107.96071838032559,9.232690775667265,6665.063241299796,0.43184287352130235,0,No Failure
L,299.7456828062502,310.2886096512985,1412.836260092168,40.42416212828461,40.65777396942502,10.542926845048271,5980.830266108296,0.16263109587770008,0,No Failure
H,301.28375812295553,309.52306817890945,1608.7454872943495,33.863197581856674,48.692511742024934,8.239310055953922,5704.845986018577,0.19477004696809974,0,No Failure
M,299.2338101576804,310.1281076019935,1534.2559053085133,44.932834122903124,69.72460297584566,10.89429744431311,7219.219287826038,0.2788984119033826,0,No Failure
M,298.15385520736885,310.5924210073873,1520.576256981244,38.61330271729764,39.531567340412884,12.438565800018466,6148.565058144908,0.15812626936165153,0,No Failure
L,299.461012488592,310.70380738225157,1349.6581401117608,41.20729649300051,140.72989168415657,11.24279489365955,5824.069097209322,0.5629195667366262,0,No Failure
M,299.8474436965208,309.5275878558917,1477.864346110788,51.01077609834415,237.2852935487924,9.680144159370855,7894.508939804556,0.9491411741951696,1,OSF
M,296.676838021644,310.4887864737824,1482.5582993616003,46.432211399285244,224.01826980845252,13.811948452138381,7208.746712522319,0.8960730792338101,0,No Failure
M,301.72066511883344,309.06697202915876,1554.687678484629,41.052646316055004,80.93849599586011,7.346306910325325,6683.638195255047,0.3237539839834404,0,No Failure
M,294.4653491547952,308.9567224058893,1505.3532544263917,33.134650831451026,216.1673304326473,14.491373251094103,5223.353784934684,0.8646693217305892,0,No Failure
H,305.42963387897265,309.38421528861454,1703.1947336804365,35.21832514947948,238.50574036251322,3.9545814096418894,6281.474806702928,0.9540229614500529,0,No Failure
M,303.0037582675926,310.0246259885568,1507.2467394986443,45.8102216875391,73.5417850832793,7.0208677209641905,7230.617109431717,0.2941671403331172,0,No Failure
L,299.4779825516554,308.8221636449237,1327.3651037204284,37.99092126339904,226.32121999202545,9.344181093268332,5280.789290776169,0.9052848799681018,1,TWF
M,300.01885272112753,309.575255610129,1517.5227054130542,39.15792571068965,249.35726608521873,9.556402889001447,6222.766339982976,0.9974290643408749,1,TWF
M,300.6059437471746,310.90291655141397,1564.7350521623969,34.27265765932347,199.41795237446024,10.296972804239374,5615.872152474411,0.797671809497841,0,No Failure
M,298.8216792240221,308.9708703219217,1480.6765001854171,42.229256139344535,97.55582999478871,10.149191097899632,6547.902939855587,0.3902233199791548,0,No Failure
L,300.38523829517385,309.49568796649567,1395.6934451723675,45.7070641021314,152.1354011485565,9.110449671321817,6680.392549770843,0.608541604594226,0,No Failure
L,299.71200004459666,310.07163127677615,1359.5254491143812,47.617750629106645,91.04666228390707,10.359631232179481,6779.299734816033,0.36418664913562826,0,No Failure
H,299.81145456553804,310.74688690153226,1592.0192793451074,39.75925090384717,248.99032083843667,10.935432335994221,6628.49806835682,0.9959612833537467,1,TWF
M,300.3629221269613,309.5007094091944,1455.8437847148025,43.22439232939568,16.96330942615132,9.137787282233148,6589.800867247811,0.06785323770460527,0,No Failure
H,297.372944403292,311.28686006873517,1631.9206501224583,41.52456590606785,223.27008126741325,13.913915665443142,7096.312904584227,0.893080325069653,0,No Failure
M,300.0791394482673,310.5904523007847,1510.4246575242275,44.40139283923041,18.637033310618,10.511312852517392,7023.02603885304,0.074548133242472,0,No Failure
M,300.32689549323493,311.1398566043617,1526.3511890906555,39.980163997031184,10.549455706008487,10.812961111126754,6390.394340613632,0.04219782282403395,0,No Failure
M,300.25769924271185,309.91839807565293,1452.872608380563,35.87936951908571,234.98487913338658,9.66069883294108,5458.847435875277,0.9399395165335463,0,No Failure
H,299.5683384891277,309.98718119054365,1676.1079008062854,48.60078796497128,216.82048436382286,10.41884270141594,8530.48849871041,0.8672819374552915,0,No Failure
M,302.27571555193873,309.3173679779879,1496.4485923340937,40.49269577139114,90.39043632069976,7.041652426049154,6345.5184415189215,0.36156174528279905,0,No Failure
M,299.2926948902369,310.3070275179294,1500.0994134459766,38.2427012362821,239.38304707949584,11.01433262769251,6007.547590485724,0.9575321883179834,1,TWF
L,300.45465181364636,309.62284421718874,1379.4305923016423,40.88890066945963,215.464219415901,9.168192403542378,5906.550285033523,0.861856877663604,1,TWF
M,302.5945950678511,309.43083022231923,1552.3831596035197,36.316798475595284,225.49571893886784,6.836235154468113,5903.847038299519,0.9019828757554713,0,No Failure
M,299.84124771995937,309.5517127357547,1509.1092540121829,42.07626063276535,148.77887156465604,9.710465015795307,6649.460902854419,0.5951154862586242,0,No Failure
L,300.4289265349351,309.31630951487574,1282.163150864548,39.01850128601714,239.58213405440182,8.88738297994064,5238.92876327506,0.9583285362176073,0,No Failure
L,299.8072307273702,310.19902111276275,1340.6453743535387,36.02602546700644,202.39555193463508,10.39179038539254,5057.767759769155,0.8095822077385403,0,No Failure
M,302.4747395871272,308.58741681745596,1525.5640206943945,51.8844966647823,234.98821510926533,6.112677230328757,8288.895484061666,0.9399528604370613,1,OSF
L,299.4845508768274,310.303016292475,1394.2521698458274,34.96353836129075,70.37773385350887,10.818465415647552,5104.877494292945,0.2815109354140355,0,No Failure
L,302.5667091545764,310.67654876040297,1383.2912187045154,41.76641835707761,133.02439183325544,8.10983960582655,6050.196392237871,0.5320975673330217,0,No Failure
M,299.7928242107059,309.4191208618227,1484.699065339828,40.28398269435649,216.91570728716877,9.626296651116832,6263.245770919714,0.8676628291486751,1,TWF
H,298.28108055310395,312.4220369396065,1595.2869880953083,36.8720136182733,144.93226021667547,14.14095638650258,6159.767164351824,0.5797290408667019,0,No Failure
M,301.3587463411482,310.01762131097684,1517.6852326747178,38.313346549525015,200.27459001266533,8.658874969828616,6089.202461338656,0.8010983600506613,0,No Failure
L,299.3906643324887,308.4386570169001,1289.2881570201034,33.28724220760124,243.27424190586186,9.047992684411383,4494.241724906193,0.9730969676234474,1,TWF
L,301.24100179819834,309.7187570936633,1384.6505508212592,50.332446099698366,201.14070852837173,8.477755295464988,7298.218103504368,0.804562834113487,1,TWF
M,294.54119123015255,310.0626561449358,1520.798680760839,38.660211875816074,78.83990515291924,15.521464914783223,6156.935088587225,0.315359620611677,0,No Failure
M,300.0104105237899,310.4489675555702,1485.969211898069,39.085933571147265,29.674847403551862,10.438557031780306,6082.175098962374,0.11869938961420745,0,No Failure
H,299.08078940248504,310.2425694758891,1645.501468400634,51.7260149893088,68.18670644530516,11.161780073404088,8913.246421578382,0.27274682578122067,0,No Failure
M,297.87348262693746,308.9884297242956,1505.9603360135866,35.88011572795851,165.69778039987287,11.11494709735814,5658.430508887155,0.6627911215994915,0,No Failure
M,298.8935179963204,308.9050193818877,1481.5555598003668,46.47204511280356,2.7360903287056706,10.011501385567328,7210.051148334255,0.010944361314822683,0,No Failure
L,298.85259371141467,309.34640071481834,1280.9159982944973,42.96263239461453,47.42968177395837,10.493807003403674,5762.887629502468,0.18971872709583348,0,No Failure
M,299.90402841029885,309.4422246374812,1498.8234216885928,30.105073884608903,81.72566128613998,9.538196227182368,4725.184671546149,0.3269026451445599,0,No Failure
L,297.2653470774301,308.86502583510077,1353.2516305239922,38.14454638147115,218.80623590704354,11.599678757670688,5405.546798560025,0.8752249436281742,1,TWF
H,300.6325475605194,309.7671868388963,1704.441894546122,44.18302995632009,12.751037096862344,9.13463927837688,7886.173249638051,0.05100414838744938,0,No Failure
M,302.73242957041157,310.65945852443934,1476.5402378511642,40.17785914087906,12.484039955969195,7.927028954027776,6212.4183871531395,0.04993615982387678,0,No Failure
M,300.5618569938957,311.64841260769447,1532.0548852134334,40.191300318879236,137.94563709232756,11.086555613798794,6448.148033230933,0.5517825483693103,0,No Failure
L,301.617977218458,310.75546171387094,1292.6465260536781,36.96417628946995,44.4415630514238,9.137484495412934,5003.678924529767,0.1777662522056952,0,No Failure
L,302.1891249092276,311.30586108618684,1282.7698900150615,36.43563753370112,60.55379503972605,9.11673617695925,4894.448332732358,0.2422151801589042,0,No Failure
M,302.4729790243683,310.9741184682337,1490.9741266587218,38.45796638078494,46.05902524483693,8.501139443865384,6004.613253362118,0.18423610097934773,0,No Failure
L,303.7402773856426,310.83313032839834,1302.954549469514,49.80654693772476,145.40178439923244,7.092852942755712,6795.8583488046725,0.5816071375969297,0,No Failure
M,299.0015960034481,309.6622037369427,1459.2415257786467,35.46162214603883,13.886937401667382,10.660607733494544,5418.9406668415595,0.05554774960666953,0,No Failure
L,298.56303202967774,310.14091087838693,1447.2165157907386,37.58897159999278,235.0000071573894,11.57787884870919,5696.689805783435,0.9400000286295577,1,TWF
M,301.56693129664944,309.579380657544,1486.4505709093216,40.14423234659765,30.78459635320707,8.01244936089455,6248.880905096147,0.12313838541282829,0,No Failure
H,301.4165324393148,310.2808928376664,1742.45214347025,34.6842317001885,237.89887554052848,8.864360398351607,6328.802685036827,0.951595502162114,1,TWF
M,301.5513505992314,310.0681671003866,1470.1579860330428,42.1597411156953,194.53225761606586,8.516816501155176,6490.685417012908,0.7781290304642634,0,No Failure
M,303.7785649085005,310.713566151579,1448.7436030010101,33.55997687503433,207.00397155652803,6.935001243078489,5091.453739987931,0.8280158862261121,1,TWF
L,300.02273981759697,310.4233233815151,1414.5644859464162,34.5637889417304,43.20205862140039,10.400583563918133,5120.0324441581915,0.17280823448560156,0,No Failure
L,300.8523131192924,309.83817073698566,1313.6671683869874,34.32372907521504,167.41177173864787,8.985857617693284,4721.8091488666605,0.6696470869545915,0,No Failure
M,298.03922349703305,310.0555387408917,1504.1659739459647,31.797094803333067,204.2680378241141,12.016315243858628,5008.547765294344,0.8170721512964564,1,TWF
M,304.2706422479519,310.43346367419355,1459.3309954496135,46.341639762902695,139.5088850125953,6.162821426241635,7081.9657427496295,0.5580355400503813,0,No Failure
M,299.3269101575818,310.66739443805784,1498.8566057420987,42.6079438190093,137.7686769760983,11.340484280476062,6687.738460976358,0.5510747079043932,0,No Failure
L,299.38356814367836,308.4810048367428,1281.4186965071453,44.61193615955533,39.853334125213635,9.097436693064424,5986.469115323011,0.15941333650085454,0,No Failure
L,299.3065002179835,308.92261103610105,1346.3046301144518,44.15631517189599,103.55812490089156,9.616110818117534,6225.364458247003,0.41423249960356623,0,No Failure
L,298.71020828271133,311.10731053393937,1326.303373025576,39.15944902914168,37.634990031658376,12.397102251228034,5438.862314943973,0.1505399601266335,0,No Failure
H,298.5411259023047,310.43913043006893,1659.2107092154442,41.8523956967975,243.2144396775672,11.898004527764215,7271.9432813294525,0.9728577587102688,0,No Failure
L,298.95259143422095,309.575923406633,1381.2845685554405,45.068562869917656,171.21250215761498,10.623331972412075,6519.067646681431,0.6848500086304599,0,No Failure
M,297.2684081438981,309.736500527074,1507.2323999759767,48.192145547213386,12.105481432716031,12.468092383175872,7606.5040542680335,0.048421925730864124,0,No Failure
L,298.42936415947355,309.73629469442346,1372.5523271081074,33.709546795891086,119.1919783533453,11.306930534949913,4845.185871663958,0.4767679134133812,0,No Failure
M,303.89792622289525,310.5579377815244,1496.7290197380144,52.59981775639987,159.49103750848437,6.660011558629151,8244.342707751315,0.6379641500339375,0,No Failure
M,301.47131028728273,308.8919836060192,1486.940438953031,33.42174400757265,23.910095207849423,7.420673318736476,5204.167894479781,0.0956403808313977,0,No Failure
H,301.85180835345545,310.52477774649674,1668.8047473115828,39.69022475561931,166.24714383246945,8.672969393041285,6936.137641228993,0.6649885753298778,0,No Failure
H,302.3544175748338,310.7461177294504,1645.5420873648727,42.3703414588735,44.32631145527688,8.391700154616615,7301.289629266057,0.17730524582110752,0,No Failure
M,303.6682691287248,310.3962679165655,1497.8007065365757,40.82952357181921,101.96985121505323,6.727998787840704,6404.083139086278,0.4078794048602129,0,No Failure
H,296.45715489711233,310.72286399621026,1665.9097986178745,51.81916043369939,156.38851381792583,14.265709099097933,9040.042515132272,0.6255540552717033,0,No Failure
H,297.5402337694269,311.01590623031404,1608.6713760790992,47.05953533246189,91.26353026339723,13.475672460887154,7927.633913450377,0.3650541210535889,0,No Failure
H,298.3925526782106,309.9273038489417,1707.1844437637774,44.06417445428797,95.22104936353382,11.534751170731056,7877.614071571614,0.38088419745413526,0,No Failure
H,299.0605404070208,309.55819726767504,1640.0257367777494,47.17746654348635,210.90382494116787,10.497656860654217,8102.404049808496,0.8436152997646714,0,No Failure
L,299.3988612188295,312.4570044432505,1356.2090807985035,41.72876134972788,77.31621041753763,13.05814322442103,5926.39725514715,0.30926484167015056,0,No Failure
M,299.10604489438794,309.6987353154258,1498.6644165620826,36.62292447747109,163.7985809809553,10.592690421037844,5747.593370184738,0.6551943239238213,0,No Failure
L,300.43861782626414,309.81554552934546,1382.637157695106,42.42819233754914,212.28816506174525,9.376927703081321,6143.153554233686,0.849152660246981,0,No Failure
L,300.0705907814904,310.6778400977179,1366.959083548542,40.337766295094816,38.16229570033139,10.607249316227467,5774.255260935716,0.15264918280132556,0,No Failure
H,298.5543304096435,312.0960892921942,1648.0030421252202,37.7857210109746,11.481994750627333,13.54175888255071,6521.002109144462,0.045927979002509334,0,No Failure
M,295.64890244602486,309.4554718830653,1543.4626234841062,46.31395119925813,206.38351094516312,13.806569437040423,7485.771541577502,0.8255340437806525,1,TWF
M,298.0142625892426,309.0011847318105,1403.8996317238593,39.72772228439881,137.7826979072959,10.986922142567892,5840.611838248273,0.5511307916291835,0,No Failure
H,298.90152269337483,309.2578466492084,1699.7069752186778,36.39749664594655,206.9253247259784,10.356323955833545,6478.495915967579,0.8277012989039136,0,No Failure
H,299.50584112638455,312.0931062215029,1686.8086162076384,37.186724352056096,53.258908497523876,12.587265095118369,6568.74425083239,0.2130356339900955,0,No Failure
H,297.74066508137895,309.46189301353894,1576.567334687902,44.67498017685832,208.15805572959638,11.72122793215999,7375.73849486583,0.8326322229183856,0,No Failure
L,299.01838706700715,309.97244406348443,1396.4641608858626,45.24716145003842,23.827603478699803,10.954056996477277,6616.826567377564,0.09531041391479922,0,No Failure
L,297.73802522302884,309.022715167957,1402.923372277977,42.40826142078257,220.80075853704338,11.284689944928175,6230.3584973101615,0.8832030341481735,1,TWF
M,299.74836129690334,308.5516440820417,1516.8529046964318,42.431157091758685,205.63341572144662,8.803282785138379,6739.954436214875,0.8225336628857864,1,TWF
L,297.8538173432748,309.7076246469063,1272.045627815929,35.948382825819586,141.8336832366448,11.853807303631527,4788.623202886626,0.5673347329465791,0,No Failure
L,298.3021906872591,309.06221333365886,1384.1326358782112,40.464422749974894,152.084973249775,10.760022646399761,5865.1574614592355,0.6083398929991,0,No Failure
M,297.3826317380217,309.3083715745767,1530.2159056800579,38.34944845184529,86.46104918952926,11.92573983655501,6145.262687106517,0.34584419675811706,0,No Failure
M,299.6929986088604,312.0061050974174,1482.8338051565738,39.02516910198626,50.404038590032116,12.313106488556969,6059.906033724256,0.20161615436012847,0,No Failure
M,298.2671044600952,310.4248961041724,1513.2340156795817,39.441038716389045,113.8595230537317,12.157791644077179,6250.0437456215495,0.4554380922149268,0,No Failure
M,301.81356853335086,310.931469519554,1489.4037631344165,36.70032128389269,164.36302869775616,9.117900986203153,5724.149013383197,0.6574521147910246,0,No Failure
M,300.8117005333858,310.82465956284926,1526.5613097155053,43.758332813089595,249.61621497366573,10.012959029463445,6995.256378511927,0.9984648598946629,1,TWF
L,299.86029626363273,309.89913907692096,1334.3246657386128,34.954420316234994,204.313266475485,10.038842813288227,4884.186472467608,0.81725306590194,0,No Failure
L,298.40502900531243,309.56028164062235,1320.9941268576995,33.506860240773804,108.57695916509513,11.155252635309921,4635.144085340269,0.43430783666038053,0,No Failure
M,300.7610406106326,310.2489346118611,1498.8211037199085,36.07398644710086,185.81196321549896,9.487894001228483,5662.035072221188,0.7432478528619959,0,No Failure
M,301.3814017786973,310.1684507699325,1459.7504363854994,44.41697553012088,27.011875672212167,8.787048991235224,6789.788005053353,0.10804750268884866,0,No Failure
M,300.2853768244033,309.4311945828347,1495.842540503029,41.69579281332366,103.75901173864688,9.145817758431406,6531.406799615565,0.4150360469545875,0,No Failure
L,303.2074037109339,310.1298478304669,1368.104636867912,31.083790480016674,106.23114551068896,6.922444119532997,4453.299518590009,0.42492458204275585,1,HDF
